molecule_chembl_id,canonical_smiles,standard_value,activity_class,MW,LogP,NumHDonors,NumHAcceptors,TPSA,pIC50,ADV_affinity
CHEMBL30134,COc1ccc(CN2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccc([N+](=O)[O-])cc2)cc1,1200.0,intermediate,415.4710000000002,1.9714999999999996,2.0,6.0,101.78,5.920818753952375,-8.4
CHEMBL92835,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(S)CCN1C(=O)c2ccccc2C1=O,31.0,active,538.6700000000003,1.9754999999999996,4.0,6.0,124.68,7.508638306165727,-8.9
CHEMBL287632,CC(C)CC(C(=O)NC(C)(C)C)N1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,570.0,active,464.58800000000014,2.0921000000000003,3.0,6.0,121.65,6.2441251443275085,-5.9
CHEMBL311266,COCCOC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)C(=O)O)CC1,0.4,active,506.57700000000034,2.5887,2.0,7.0,131.47,9.397940008672036,-9.5
CHEMBL97034,CC(C)NC(=O)P(=O)(O)O,2000.0,intermediate,167.101,0.2820999999999998,3.0,2.0,86.63000000000001,5.698970004336019,-5.3
CHEMBL96438,CCCCN(CCCC)C(=O)P(=O)(O)O,100000.0,inactive,237.236,2.186300000000001,2.0,2.0,77.84,4.0,-6.1
CHEMBL327262,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(S)Cc1ccccc1,40.0,active,455.62400000000014,2.5319,4.0,4.0,87.30000000000001,7.397940008672037,-9.0
CHEMBL421131,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2c(C)csc2C(=O)NO)cc1,104.0,active,432.52300000000014,3.579620000000002,2.0,6.0,95.94,6.982966660701219,-7.2
CHEMBL97709,O=C(NC1CCCCCCC1)P(=O)(O)O,100000.0,inactive,235.22,1.986600000000001,3.0,2.0,86.63000000000001,4.0,-6.9
CHEMBL329145,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)CS,90.0,active,365.4990000000001,0.9205999999999988,4.0,4.0,87.30000000000001,7.045757490560675,-8.1
CHEMBL7390,COc1ccc(S(=O)(=O)N2CN(Cc3ccccc3)C(=O)C[C@@H]2C(=O)NO)cc1,6.8,active,419.4590000000001,0.9499,2.0,6.0,116.25,8.167491087293763,-7.6
CHEMBL424407,COc1ccc(CSC[C@H]2C(=O)N[C@@H](CS)C(=O)N2Cc2ccc(OC)cc2)cc1,52.0,active,446.59400000000016,2.762600000000001,2.0,6.0,67.87,7.2839966563652,-7.3
CHEMBL27408,COc1ccc(C(C(=O)NC(C)(C)C)N2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccc([N+](=O)[O-])cc2)cc1,1300.0,intermediate,514.6040000000003,2.4273,3.0,7.0,130.88000000000002,5.886056647693163,-6.1
CHEMBL83616,O=C(CC(CSc1ccccc1)C(=O)O)c1ccc(-c2ccc(Cl)cc2)cc1,3110.0,intermediate,410.92200000000014,6.072900000000004,1.0,3.0,54.370000000000005,5.507239610973162,-10.6
CHEMBL92512,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CSC)NC(=O)[C@@H](S)CCN1C(=O)CCC1=O,5.0,active,494.6390000000003,0.1452000000000002,4.0,7.0,124.68,8.301029995663981,-8.4
CHEMBL415482,COc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3)C(=O)C[C@@H]2C(=O)NO)cc1,1.0,active,433.4860000000001,0.9923999999999996,2.0,6.0,116.25,9.0,-8.4
CHEMBL280824,CC(C)(C)NC(=O)C(c1ccc(-c2ccccc2)cc1)N1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,4300.0,intermediate,560.6760000000003,4.085700000000003,3.0,6.0,121.65,5.366531544420414,-7.7
CHEMBL253680,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(=O)O)C3CCN(C(=O)OC(C)(C)C)CC3)cc2)cc1,6.6,active,504.6050000000004,3.740800000000003,2.0,6.0,122.24,8.18045606445813,-10.3
CHEMBL267939,COc1ccc(S(=O)(=O)N2CCN(C(=O)OCc3ccccc3)CC[C@@H]2C(=O)NO)cc1,1.8,active,463.51200000000017,1.6023999999999996,2.0,7.0,125.48000000000005,8.744727494896694,-8.9
CHEMBL79906,COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCNCC3)cc2)cc1,1760.0,intermediate,404.48800000000017,2.0932999999999997,3.0,5.0,104.73,5.7544873321858505,-8.0
CHEMBL97614,O=C(NC1CCCCCC1)P(=O)(O)O,100000.0,inactive,221.193,1.5964999999999998,3.0,2.0,86.63000000000001,4.0,-6.7
CHEMBL97838,O=C(N1CCOCC1)P(=O)(O)O,100000.0,inactive,195.111,-0.3837,2.0,3.0,87.07000000000001,4.0,-5.7
CHEMBL97388,CNC(=O)P(=O)(O)O,100000.0,inactive,139.047,-0.4965,3.0,2.0,86.63000000000001,4.0,-5.2
CHEMBL266292,COCCN1CN(S(=O)(=O)c2ccc(OC)cc2)[C@@H](C(=O)NO)CC1=O,52.5,active,387.4140000000001,-0.6038999999999985,2.0,7.0,125.48000000000002,7.279840696594043,-6.7
CHEMBL268114,COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3cn(C)cn3)CC[C@@H]2C(=O)NO)cc1,5.5,active,473.5330000000002,-0.6119999999999974,2.0,9.0,151.14,8.259637310505756,-7.0
CHEMBL431268,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(S)CCc1ccccc1,50.0,active,469.6510000000002,2.922,4.0,4.0,87.30000000000001,7.301029995663981,-8.5
CHEMBL316332,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CSC)NC(=O)C(S)CCN1C(=O)CCC1=O,9.0,active,494.6390000000003,0.1452000000000002,4.0,7.0,124.68,8.045757490560675,-8.3
CHEMBL29801,CCc1ccc(C(C(=O)NC(C)(C)C)N2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccc([N+](=O)[O-])cc2)cc1,2600.0,intermediate,512.6320000000002,2.9811000000000014,3.0,6.0,121.65,5.585026652029182,-6.0
CHEMBL83955,CCOC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)C(=O)O)CC1,94.9,active,476.55100000000033,2.962200000000001,2.0,6.0,122.24000000000002,7.022733787572707,-9.7
CHEMBL402745,COc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(=O)O)C3CCN(C(=O)OC(C)(C)C)CC3)cc2)cc1,71.5,active,504.6050000000004,3.740800000000003,2.0,6.0,122.24,7.14569395819892,-10.5
CHEMBL30055,CCCCOc1ccc(C(C(=O)NC(C)(C)C)N2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccc([N+](=O)[O-])cc2)cc1,3200.0,intermediate,556.6850000000003,3.5976000000000017,3.0,7.0,130.88000000000002,5.494850021680094,-6.1
CHEMBL97389,CCCCNC(=O)P(=O)([O-])O.[Na+],100000.0,inactive,203.11,-2.954199999999998,2.0,3.0,89.46000000000001,4.0,0.0
CHEMBL93320,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(S)CCCC(=O)OC,1.0,active,465.6160000000002,1.632499999999999,4.0,6.0,113.6,9.0,-7.7
CHEMBL82487,COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C(=O)NO)csc2Br)cc1,70.0,active,498.3800000000001,3.428700000000002,2.0,7.0,108.83,7.154901959985743,-6.5
CHEMBL81113,COc1ccc(S(=O)(=O)N(Cc2ccccc2)C2CCCC[C@H]2C(=O)NO)cc1,181.0,active,418.5150000000002,2.9503000000000004,2.0,5.0,95.94,6.742321425130816,-7.4
CHEMBL94348,CCNC(=O)P(=O)(O)O,3000.0,intermediate,153.074,-0.1063999999999998,3.0,2.0,86.63000000000001,5.522878745280337,-5.2
CHEMBL318664,CCC(CC)NC(=O)P(=O)(O)O,100000.0,inactive,195.155,1.0622999999999998,3.0,2.0,86.63000000000001,4.0,-5.8
CHEMBL29505,CC(C)(C)NC(=O)C(c1ccc(Oc2ccccc2)cc1)N1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,4400.0,intermediate,576.6750000000003,4.211000000000003,3.0,7.0,130.88000000000002,5.356547323513812,-8.5
CHEMBL85374,COCCOC(=O)N1CCC(C(C(=O)O)N(Cc2ccccn2)S(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)CC1,18.7,active,597.69,3.8963000000000023,1.0,8.0,135.57,7.728158393463501,-8.4
CHEMBL24447,O=C(NCCc1ccccc1)P(=O)(O)O,100000.0,inactive,229.172,1.1163999999999998,3.0,2.0,86.63000000000001,4.0,-7.8
CHEMBL97951,O=C(NCC1CCCCC1)P(=O)(O)O,1000.0,active,221.193,1.454,3.0,2.0,86.63000000000001,6.0,-7.2
CHEMBL10454,COc1ccc(-c2ccc(S(=O)(=O)NC(CC#Cc3ccccc3)C(=O)O)cc2)cc1,553.0,active,435.5010000000001,3.5355000000000016,2.0,4.0,92.7,6.257274868695302,-11.7
CHEMBL329002,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(S)C(C)C,30.0,active,407.5800000000001,1.9451999999999987,4.0,4.0,87.30000000000001,7.522878745280337,-8.3
CHEMBL94256,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(S)CCCNS(C)(=O)=O,6.0,active,500.6870000000002,0.6186000000000011,5.0,6.0,133.47,8.221848749616356,-7.2
CHEMBL268377,COc1ccc(S(=O)(=O)N2CN(C(C)C)C(=O)C[C@@H]2C(=O)NO)cc1,4.2,active,371.4150000000001,0.1581000000000004,2.0,6.0,116.25,8.3767507096021,-7.4
CHEMBL251687,CC(C)(C)NC(=O)C(Cc1ccccc1)N1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,1200.0,intermediate,498.60500000000025,2.2886999999999995,3.0,6.0,121.65,5.920818753952375,-8.6
CHEMBL79267,COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCN(C(=O)CC(C)C)CC3)cc2)cc1,137.0,active,488.60600000000034,3.378400000000002,2.0,5.0,113.01,6.863279432843593,-9.7
CHEMBL116944,C[C@@H](C[C@@H](CO)NC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,0.8,active,358.39400000000006,2.1012,4.0,5.0,107.89,9.096910013008056,-9.4
CHEMBL118497,C[C@@H](C[C@@H](COC(=O)CCC(=O)O)NC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,2.8,active,458.46700000000016,2.5169,4.0,7.0,151.26000000000002,8.55284196865778,-9.3
CHEMBL98852,Cc1cc(COc2ccc(S(=O)(=O)CC(C=C3CCC(=O)CC3)N(O)C=O)cc2)c2ccccc2n1,50000.0,inactive,508.5960000000003,4.181620000000003,1.0,7.0,113.87000000000002,4.301029995663981,-10.1
CHEMBL328199,C=C1CCC(C(CS(=O)(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)N(O)C=O)CC1,100000.0,inactive,494.6130000000002,4.858520000000004,1.0,6.0,96.8,4.0,-9.1
CHEMBL342210,COc1ccc(S(=O)(=O)N2CCCS(=O)(=O)C(C)(C)[C@@H]2C(=O)NO)cc1,3.6,active,406.4820000000001,0.1570000000000012,2.0,7.0,130.07999999999998,8.443697499232712,-7.4
CHEMBL441662,COc1ccc(S(=O)(=O)N2CCCCCSC(C)(C)[C@@H]2C(=O)NO)cc1,3.7,active,402.53800000000007,2.2556000000000003,2.0,6.0,95.94,8.431798275933005,-5.9
CHEMBL105279,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCSCc2cccc(OC)c2)C(=O)NO)cc1,3.2,active,496.6510000000002,3.548000000000002,2.0,7.0,105.17,8.494850021680094,-7.5
CHEMBL105422,COc1ccc(S(=O)(=O)N(CC(=O)N2CCOCC2)C(CCSCc2ccccc2)C(=O)NO)cc1,29.0,active,537.6600000000003,1.7421999999999995,2.0,8.0,125.48,7.5376020021010435,-8.9
CHEMBL102504,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCSCc2ccc(C3C=CCCC3)cc2)C(=O)NO)cc1,0.2,active,546.7550000000003,5.363100000000004,2.0,6.0,95.94,9.69897000433602,-9.5
CHEMBL1234370,COc1ccc(S(=O)(=O)N2CCCSC(C)(C)[C@H]2C(=O)NO)cc1,1390.0,intermediate,374.484,1.4753999999999996,2.0,6.0,95.94,5.856985199745905,-8.0
CHEMBL407443,COc1ccc(S(=O)(=O)N(CC(=O)NCc2cc(OC)cc(OC)c2)C(CCSCc2ccccc2)C(=O)NO)cc1,0.6,active,617.7460000000004,3.2170000000000005,3.0,9.0,143.5,9.221848749616356,-9.0
CHEMBL318252,Cc1cc(COc2ccc(S(=O)(=O)CC(C=C3CCN(CC(C)C)CC3)N(O)C=O)cc2)c2ccccc2n1,100000.0,inactive,551.7090000000003,4.790320000000004,1.0,7.0,100.04,4.0,-10.1
CHEMBL102441,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCSCc2c(F)c(F)c(F)c(F)c2F)C(=O)NO)cc1,149.0,active,556.5750000000003,4.234900000000002,2.0,6.0,95.94,6.826813731587726,-8.5
CHEMBL431226,Cc1cc(COc2ccc(S(=O)(=O)CC(C3CCC4(CC3)OCCO4)N(O)C=O)cc2)c2ccccc2n1,40000.0,inactive,540.6380000000003,4.045420000000003,1.0,8.0,115.26,4.3979400086720375,-8.5
CHEMBL104021,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCS(=O)(=O)Cc2ccccc2)C(=O)NO)cc1,0.9,active,498.62300000000016,2.221,2.0,7.0,130.07999999999998,9.045757490560677,-8.6
CHEMBL320442,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCSCc2ccsc2)C(=O)NO)cc1,1.0,active,472.6540000000001,3.600900000000001,2.0,7.0,95.94,9.0,-7.8
CHEMBL316978,CC(C)CN(C(CCSCc1ccccc1)C(=O)NO)S(=O)(=O)c1ccc(Br)cc1,4.3,active,515.4950000000001,4.293300000000003,2.0,5.0,86.71000000000001,8.366531544420413,-8.3
CHEMBL99045,Cc1cc(COc2ccc(S(=O)(=O)CC(C=C3CCOCC3)N(O)C=O)cc2)c2ccccc2n1,53000.0,inactive,496.58500000000026,3.8489200000000015,1.0,7.0,106.03000000000002,4.275724130399211,-9.2
CHEMBL99995,Cc1cc(COc2ccc(S(=O)(=O)CC(C=C3CCC(=NO)CC3)N(O)C=O)cc2)c2ccccc2n1,45000.0,inactive,523.6110000000002,4.442720000000003,2.0,8.0,129.39,4.346787486224656,-9.2
CHEMBL105535,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCSCc2cccnc2)C(=O)NO)cc1,3.0,active,467.6130000000001,2.9344,2.0,7.0,108.83,8.522878745280337,-7.8
CHEMBL104022,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCSCc2ccccc2)C(=O)NO)cc1,0.1,active,466.6250000000001,3.539400000000001,2.0,6.0,95.94,10.0,-7.7
CHEMBL104722,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCSCc2ccc(OCc3ccccc3)cc2)C(=O)NO)cc1,8.0,active,572.7490000000003,5.118400000000004,2.0,7.0,105.17,8.096910013008056,-8.8
CHEMBL140970,COc1ccc(S(=O)(=O)N2CCCSC(C)(C)[C@@H]2C(=O)NO)cc1,1.9,active,374.484,1.4753999999999996,2.0,6.0,95.94,8.721246399047171,-6.7
CHEMBL328645,Cc1cc(COc2ccc(S(=O)(=O)CC(C3CCC(=NO)CC3)N(O)C=O)cc2)c2ccccc2n1,20000.0,inactive,511.60000000000025,4.132520000000003,2.0,8.0,129.39,4.698970004336019,-8.3
CHEMBL98202,Cc1cc(COc2ccc(S(=O)(=O)CC(C=C3CCSCC3)N(O)C=O)cc2)c2ccccc2n1,31000.0,inactive,512.6530000000002,4.565520000000004,1.0,7.0,96.8,4.508638306165727,-8.9
CHEMBL329967,Cc1cc(COc2ccc(S(=O)(=O)CC(CC3CCC(=NO)CC3)N(O)C=O)cc2)c2ccccc2n1,40000.0,inactive,525.6270000000003,4.522620000000003,2.0,8.0,129.39,4.3979400086720375,-9.7
CHEMBL106016,COc1ccc(S(=O)(=O)N(CC(=O)NCc2cccnc2)C(CCSCc2ccccc2)C(=O)NO)cc1,0.2,active,558.6820000000004,2.5947999999999998,3.0,8.0,137.93,9.69897000433602,-8.8
CHEMBL102438,COc1ccc(CNC(=O)CN(C(CCSCc2ccccc2)C(=O)NO)S(=O)(=O)c2ccc(OC)cc2)cc1,0.2,active,587.7200000000001,3.208400000000001,3.0,8.0,134.26999999999998,9.69897000433602,-9.1
CHEMBL140152,COc1ccc(S(=O)(=O)N2CCCCC(C)(C)[C@@H]2C(=O)NO)cc1,0.5,active,356.444,1.7699999999999996,2.0,5.0,95.94,9.30102999566398,-7.3
CHEMBL323090,COc1ccc(S(=O)(=O)N(CC(=O)NCC2CCCCC2)C(CCSCc2ccccc2)C(=O)NO)cc1,0.01,active,563.7420000000005,3.579900000000001,3.0,7.0,125.04,11.0,-9.3
CHEMBL99365,Cc1cc(COc2ccc(S(=O)(=O)CC(CC3CCC(=O)CC3)N(O)C=O)cc2)c2ccccc2n1,53000.0,inactive,510.6120000000003,4.261520000000004,1.0,7.0,113.87000000000002,4.275724130399211,-9.2
CHEMBL102785,COc1ccc(S(=O)(=O)N(CC(=O)NC2CCCCC2)C(CCSCc2ccccc2)C(=O)NO)cc1,0.2,active,549.7150000000004,3.332300000000001,3.0,7.0,125.04,9.69897000433602,-9.6
CHEMBL104599,CC(C)CN(C(CCSCc1ccccc1)C(=O)NO)S(=O)(=O)c1ccc(Oc2ccccc2)cc1,0.5,active,528.6960000000003,5.323100000000005,2.0,6.0,95.94,9.30102999566398,-9.1
CHEMBL319782,Cc1cc(COc2ccc(S(=O)(=O)CC(C3CCC(=O)CC3)N(O)C=O)cc2)c2ccccc2n1,28000.0,inactive,496.58500000000026,3.8714200000000014,1.0,7.0,113.87000000000002,4.552841968657781,-8.8
CHEMBL102798,COc1ccc(S(=O)(=O)N(CC(=O)NCc2ccccc2)C(CCSCc2ccccc2)C(=O)NO)cc1,0.2,active,557.6940000000003,3.1998000000000006,3.0,7.0,125.04,9.69897000433602,-9.6
CHEMBL420656,COc1ccc(S(=O)(=O)N(CC(=O)NC(c2ccccc2)c2ccccc2)C(CCSCc2ccccc2)C(=O)NO)cc1,0.5,active,633.7920000000004,4.789200000000003,3.0,7.0,125.04,9.30102999566398,-9.6
CHEMBL95414,Cc1cc(COc2ccc(S(=O)(=O)CC(C=C3CCN(OC(=O)C(C)(C)C)CC3)N(O)C=O)cc2)c2ccccc2n1,28000.0,inactive,595.7180000000003,4.638620000000004,1.0,9.0,126.34,4.552841968657781,-9.5
CHEMBL105142,CCC(C(=O)NO)N(CC(C)C)S(=O)(=O)c1ccc(OC)cc1,7.0,active,344.43300000000005,1.6258999999999997,2.0,5.0,95.94,8.154901959985743,-6.3
CHEMBL141080,COc1ccc(S(=O)(=O)N2CCSC(C)(C)[C@@H]2C(=O)NO)cc1,0.9,active,360.4570000000001,1.0852999999999997,2.0,6.0,95.94,9.045757490560677,-6.2
CHEMBL105311,COc1ccc(S(=O)(=O)N(CC(=O)NC(c2ccccn2)c2ccccn2)C(CCSCc2ccccc2)C(=O)NO)cc1,0.2,active,635.7680000000004,3.579200000000001,3.0,9.0,150.82,9.69897000433602,-9.3
CHEMBL419896,Cc1cc(COc2ccc(S(=O)(=O)CC(CC3CCC4(CC3)OCCO4)N(O)C=O)cc2)c2ccccc2n1,12000.0,inactive,554.6650000000003,4.435520000000004,1.0,8.0,115.26,4.920818753952375,-9.4
CHEMBL98390,Cc1cc(COc2ccc(S(=O)(=O)CC(CC3CCN(CC(C)C)CC3)N(O)C=O)cc2)c2ccccc2n1,90000.0,inactive,553.7250000000003,4.870220000000004,1.0,7.0,100.04,4.045757490560675,-8.1
CHEMBL322619,COc1ccc(S(=O)(=O)N(CC(=O)NC(C2CCCCC2)C2CCCCC2)C(CCSCc2ccccc2)C(=O)NO)cc1,1.88,active,645.8880000000007,5.528800000000005,3.0,7.0,125.04,8.72584215073632,-9.5
CHEMBL421029,COc1ccc(S(=O)(=O)N(CC(=O)NCc2c(OC)cc(OC)cc2OC)C(CCSCc2ccccc2)C(=O)NO)cc1,0.3,active,647.7720000000004,3.2256,3.0,10.0,152.73000000000002,9.522878745280336,-8.5
CHEMBL319040,CC(C)CN(C(CCSCc1ccccc1)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,2.5,active,512.6970000000002,5.197800000000004,2.0,5.0,86.71000000000001,8.602059991327963,-10.1
CHEMBL352232,CCCOc1ccc2c(c1)C(=O)N(CC[C@@H](N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC)C(=O)O)C2=O,2.1,active,580.6820000000004,2.392500000000001,4.0,7.0,154.14,8.67778070526608,-9.2
CHEMBL158739,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2cccc3c(Br)ccc(c23)C1=O)C(=O)O,28.0,active,651.5580000000002,3.519400000000001,4.0,6.0,144.90999999999997,7.552841968657781,-9.3
CHEMBL348755,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)Nc1ccccc1,101.0,active,487.5560000000002,3.922100000000002,3.0,5.0,115.81,6.995678626217358,-10.9
CHEMBL351887,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2ccccc2C1=O)C(=O)O,59.0,active,522.6020000000003,1.6037000000000008,4.0,6.0,144.90999999999997,7.229147988357855,-9.3
CHEMBL161536,CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O,11.0,active,538.6450000000003,2.5603000000000007,4.0,6.0,144.90999999999997,7.958607314841775,-9.8
CHEMBL350789,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NCc1ccc(S(N)(=O)=O)cc1,6.7,active,580.6630000000002,2.2472000000000003,4.0,7.0,175.97,8.173925197299173,-10.4
CHEMBL2111687,CC(C)(C)[C@H](NC(=O)C(C[C@@H]1CCc2ccccc2C1)[C@H](O)C(=O)NO)C(N)=O,410.0,active,405.4950000000001,0.6803000000000015,5.0,5.0,141.75,6.3872161432802645,-9.3
CHEMBL108412,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc2cc(F)ccc2c1)[C@H](O)C(=O)NO,850.0,active,453.47000000000014,1.2166999999999986,5.0,5.0,141.75,6.070581074285707,0.0
CHEMBL351968,CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O,3.8,active,588.6610000000003,2.4624999999999995,5.0,7.0,165.14,8.42021640338319,-9.8
CHEMBL158622,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)N1CCCC1c1cccnc1,70.0,active,542.6360000000003,4.042100000000003,2.0,6.0,119.91,7.154901959985743,-10.3
CHEMBL158696,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)N[C@H](CCN1Cc2cc3ccccc3cc2C1=O)C(=O)O,63.0,active,558.6790000000003,3.1167,4.0,5.0,127.84,7.200659450546418,-9.8
CHEMBL433902,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NCc1ccccc1,32.0,active,501.58300000000025,3.599800000000002,3.0,5.0,115.81,7.494850021680094,-10.8
CHEMBL161224,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NCc1ccc(C(=O)O)cc1,74.0,active,545.5920000000003,3.298,4.0,6.0,153.11,7.130768280269024,-11.1
CHEMBL348826,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NCc1cccc(F)c1,15.0,active,519.5730000000003,3.738900000000002,3.0,5.0,115.81,7.823908740944319,-10.8
CHEMBL295798,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O,5.0,active,572.6620000000004,2.7569,4.0,6.0,144.90999999999997,8.301029995663981,-9.8
CHEMBL349800,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NCc1nnn(C)n1,30.0,active,507.5510000000003,1.1233000000000004,3.0,9.0,159.40999999999997,7.522878745280337,-9.9
CHEMBL2112477,CC(C)(C)[C@H](NC(=O)C(C[C@H]1CCc2ccccc2C1)[C@H](O)C(=O)NO)C(N)=O,230.0,active,405.4950000000001,0.6803000000000015,5.0,5.0,141.75,6.638272163982407,-9.6
CHEMBL158571,CC(C)C[C@@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NC(C)c1ccccc1,76.0,active,515.6100000000002,4.160800000000004,3.0,5.0,115.81,7.119186407719209,-10.2
CHEMBL352231,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2cc3ccccc3c(OC)c2C1=O)C(=O)O,7.4,active,602.6880000000003,2.765500000000001,4.0,7.0,154.14,8.130768280269024,-9.3
CHEMBL158823,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2cc3c(cc2C1=O)OCO3)C(=O)O,5.0,active,566.6110000000004,1.3324000000000005,4.0,8.0,163.36999999999998,8.301029995663981,-9.4
CHEMBL347249,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)N1CCc2ccccc2C1,88.0,active,527.6210000000002,3.868300000000003,2.0,5.0,107.02,7.055517327849832,-10.2
CHEMBL161562,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NCc1cccnc1,36.0,active,502.57100000000025,2.994800000000001,3.0,6.0,128.7,7.443697499232712,-10.5
CHEMBL436623,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)N[C@H](CCN1C(=O)c2cc3cccc(OC)c3cc2C1=O)C(=O)O,15.0,active,602.6880000000003,2.765500000000001,4.0,7.0,154.14,7.823908740944319,-9.8
CHEMBL159033,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NCCc1ccccc1,35.0,active,515.6100000000004,3.6423000000000014,3.0,5.0,115.81,7.455931955649724,-10.0
CHEMBL345244,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)NC(C)c1ccccc1,12.0,active,515.6100000000002,4.160800000000004,3.0,5.0,115.81,7.920818753952375,-9.5
CHEMBL345640,CC(C)C[C@H](N[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)N1CCN(C)CC1,70.0,active,494.5920000000004,2.057400000000001,2.0,6.0,110.26,7.154901959985743,-10.3
